state,dur,sbytes,sttl,sload,dload,swin,synack,ct_state_ttl,ct_srv_dst,ct_src_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,4,4,4,4,Generic
FIN,0.870305,1060,254,8934.798828,6986.056641,255,0.053962,1,2,1,1,2, Fuzzers 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,4,4,4,4,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,14,14,14,14,Generic
INT,9e-06,168,254,74666664.0,0.0,0,0.0,2,1,2,1,1, Reconnaissance 
FIN,2.598208,115589,62,352547.5938,6604.552246,255,0.172998,1,1,1,1,1,Exploits
FIN,2.242925,19957,62,69091.92188,6074.211426,255,0.065836,1,1,2,1,1,Exploits
FIN,0.818472,1498,254,13429.90332,6861.566406,255,0.094421,1,1,1,1,1, Fuzzers 
FIN,1.1813,1154,254,7259.79834,4198.76416,255,0.078904,1,1,1,1,1, Fuzzers 
FIN,0.875329,1060,254,8883.516602,5949.762695,255,0.075521,1,2,2,1,2, Fuzzers 
FIN,0.829095,54813,254,517885.1563,4660.503418,255,0.108911,1,2,2,1,2,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,4,4,4,4,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
FIN,0.884094,828,62,6750.413574,9808.912109,255,0.106263,1,1,1,1,1,DoS
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,4,4,4,4,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,4,4,4,4,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,4,4,4,4,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
FIN,1.163939,1490,254,9388.808594,4309.504395,255,0.099535,1,1,1,1,1, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,12,12,12,12,Generic
FIN,1.354287,1068,254,5783.116699,3745.144043,255,0.149912,1,2,2,1,2, Fuzzers 
FIN,3.379121,48431,62,112613.8984,4545.560547,255,0.168025,1,1,2,1,1,Exploits
FIN,1.038215,830,62,5756.033203,11897.34277,255,0.143737,1,1,1,1,1,Exploits
FIN,1.218136,564,254,3336.245117,2035.897583,255,0.057129,1,1,1,1,1, Reconnaissance 
FIN,1.306102,1498,254,8415.881836,4587.696777,255,0.120934,1,3,1,1,2, Fuzzers 
FIN,1.353609,1058,254,5732.822754,3788.390869,255,0.084267,1,2,1,1,2, Fuzzers 
FIN,0.919417,564,254,4420.192383,2697.361328,255,0.08691,1,3,1,1,1, Reconnaissance 
FIN,9.251813,6112,62,5241.783691,831867.25,255,0.095701,1,1,1,1,1,Generic
FIN,0.780589,1174,254,10832.8457,2295.702393,255,0.078256,1,1,1,1,19,Exploits
FIN,1.158363,1466,254,9282.064453,5027.785156,255,0.079143,1,3,1,1,2, Fuzzers 
FIN,1.007456,1064,254,7750.214844,5296.509277,255,0.073683,1,4,1,1,4, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
FIN,0.820887,1064,254,9511.662109,6412.575195,255,0.065592,1,4,1,1,4, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,18,18,19,Generic
FIN,0.660692,1064,254,11817.91211,8040.055176,255,0.083772,1,4,1,1,4, Fuzzers 
FIN,1.207683,564,254,3365.121582,2053.519043,255,0.084123,1,1,2,1,1, Reconnaissance 
FIN,0.612109,858,254,10102.77539,4051.565918,255,0.059839,1,1,2,1,1,Exploits
FIN,1.00595,1462,254,10664.5459,5932.700684,255,0.064569,1,1,1,1,1, Fuzzers 
FIN,0.67856,1068,254,11542.08887,7533.600586,255,0.070523,1,4,1,1,4, Fuzzers 
INT,9e-06,168,254,74666664.0,0.0,0,0.0,2,1,1,1,1, Reconnaissance 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
FIN,1.136086,1458,254,9414.780273,4337.699707,255,0.046516,1,2,3,2,2, Fuzzers 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
FIN,0.753963,1058,254,10292.28223,7098.491699,255,0.087238,1,3,2,1,3, Fuzzers 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
FIN,1.136086,1458,254,9414.780273,4337.699707,255,0.046516,1,2,3,2,2, Fuzzers 
FIN,0.691871,1902,254,19795.59766,26918.3125,255,0.075168,1,1,3,1,1,Exploits
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,16,16,16,16,Generic
FIN,1.13122,5382,254,34893.30078,2192.323486,255,0.074215,1,1,1,1,1,Exploits
FIN,1.193352,76185,254,502751.9063,3814.465576,255,0.121489,1,1,1,1,1,Exploits
FIN,2.353117,1490,254,4644.053223,2468.215576,255,0.070076,1,1,1,1,1, Fuzzers 
FIN,0.441328,962,254,15698.0752,4060.472168,255,0.075343,1,1,1,1,1,Exploits
FIN,36.641712,18780,254,3979.726807,331.207245,255,0.03337,1,3,1,1,3, Fuzzers 
FIN,36.641712,18780,254,3979.726807,331.207245,255,0.03337,1,2,1,1,2, Fuzzers 
FIN,1.253869,564,254,3241.167725,1977.87793,255,0.064958,1,1,1,1,1, Reconnaissance 
FIN,0.356435,1016,254,20536.70313,5027.564453,255,0.050425,1,1,1,1,1,Exploits
FIN,0.819961,1008,254,9015.0625,6205.172852,255,0.098512,1,2,1,1,2, Fuzzers 
FIN,2.039424,1494,254,5374.066406,2832.172363,255,0.113903,1,1,1,1,1, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,30,18,18,30,Generic
FIN,2.97156,41198,62,108602.8906,5209.384766,255,0.072166,1,1,2,1,1,Exploits
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,4,5,4,4,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
FIN,1.638474,1466,254,6562.203613,3246.923584,255,0.097334,1,1,1,1,1, Fuzzers 
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,4,5,4,4,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,4,5,4,4,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,30,12,12,30,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,4,5,4,4,Generic
FIN,0.364184,814,62,16101.75098,135557.8594,255,0.051184,1,1,5,1,1,Exploits
FIN,0.978459,564,254,4153.469727,2534.597656,255,0.091958,1,1,1,1,1, Reconnaissance 
FIN,0.681228,66967,254,772393.375,5672.109863,255,0.058315,1,1,1,1,1,Exploits
FIN,0.689902,816,254,8522.949219,2597.470215,255,0.071068,1,1,1,1,1, Reconnaissance 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,9,9,4,9,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,9,9,5,9,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,9,9,5,9,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,9,9,4,9,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,9,9,5,9,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,9,9,5,9,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,9,9,4,9,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,9,9,4,9,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,25,25,11,25,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,9,9,5,9,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,25,25,14,25,Generic
FIN,0.386963,822,62,15298.62012,160263.375,255,0.035634,1,1,2,1,1,Exploits
FIN,0.295943,3610,254,89476.69531,6055.220215,255,0.039488,1,2,1,1,1,Exploits
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
FIN,0.586358,846,62,10396.37891,67685.60938,255,0.056308,1,1,2,1,1,Exploits
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
FIN,3.633427,3074,62,6662.580566,1041714.063,255,0.070713,1,1,2,1,1,Exploits
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
INT,3.4e-05,114,254,13411764.0,0.0,0,0.0,2,18,18,18,18,Generic
FIN,0.89336,6036,254,50192.53125,20578.49023,255,0.076387,1,2,1,1,1,Exploits
FIN,1.792477,1436,254,5953.772461,3249.13501,255,0.080034,1,2,2,2,2, Fuzzers 
FIN,1.792477,1436,254,5953.772461,3249.13501,255,0.080034,1,2,2,2,2, Fuzzers 
FIN,0.669973,786,62,8454.072266,48455.68359,255,0.047519,1,2,1,1,1,Exploits
FIN,0.912428,948,254,7724.444824,5006.422363,255,0.033262,1,1,1,1,1,Exploits
INT,4e-06,168,254,168000000.0,0.0,0,0.0,2,1,1,1,1, Reconnaissance 
INT,4e-06,168,254,168000000.0,0.0,0,0.0,2,1,1,1,1, Reconnaissance 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,16,16,16,16,Generic
FIN,1.052586,928,62,6467.880371,131485.7031,255,0.061962,1,1,1,1,1,Exploits
FIN,1.849812,1170,62,4830.76123,6690.409668,255,0.044726,1,1,1,1,1,Exploits
FIN,1.849812,1170,62,4830.76123,6690.409668,255,0.044726,1,1,1,1,1,Exploits
FIN,0.712007,364,62,3584.234375,8954.96875,255,0.032582,1,1,1,1,1,Exploits
INT,1e-05,1234,254,493600000.0,0.0,0,0.0,2,1,1,1,1,Generic
FIN,0.712007,364,62,3584.234375,8954.96875,255,0.032582,1,1,1,1,1,Exploits
FIN,0.330925,2076,254,45182.44531,5415.124512,255,0.052567,1,1,1,1,1,DoS
FIN,2.116031,2174,254,7398.757812,1172.005493,255,0.073269,1,1,1,1,1,Exploits
FIN,3.451406,53992,62,123064.0469,4798.044434,255,0.015884,1,1,1,1,1,Exploits
FIN,4.751701,1436,62,2331.796631,68068.25781,255,0.034705,1,1,1,1,1,Exploits
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,26,10,10,26,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,8,8,8,8,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
FIN,2.252462,5594,254,19285.56445,15108.80176,255,0.068964,1,1,1,1,1,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
FIN,0.844374,564,254,4813.033203,2937.087158,255,0.039394,1,1,18,1,1, Reconnaissance 
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
FIN,1.539929,564,254,2639.082764,1610.463867,255,0.038054,1,1,18,1,1, Reconnaissance 
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,26,18,16,26,Generic
FIN,0.455079,364,62,5607.817871,256113.7813,255,0.037115,1,1,1,1,2,Exploits
FIN,0.455079,364,62,5607.817871,256113.7813,255,0.037115,1,1,1,1,2,Exploits
FIN,1.533305,1198,62,5968.805664,8201.890625,255,0.026018,1,1,1,1,2,Exploits
FIN,1.533305,1198,62,5968.805664,8201.890625,255,0.026018,1,1,1,1,2,Exploits
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
FIN,0.588366,934,254,11435.05957,3045.723389,255,0.039277,1,1,1,1,1,Exploits
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,22,18,18,22,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,22,4,4,22,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,22,4,4,22,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,22,4,4,22,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,22,4,4,22,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
FIN,0.712028,564,254,5707.640625,3483.009033,255,0.039896,1,1,1,1,1, Reconnaissance 
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,16,12,12,16,Generic
FIN,0.481988,994,254,14855.1416,5145.355957,255,0.058782,1,1,1,1,1,Exploits
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,26,14,14,26,Generic
