srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips,ct_state_ttl,ct_flw_http,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932945,1421932945,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,4,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932946,1421932946,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,2,2,2,2,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932946,1421932946,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,2,2,2,2,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932946,1421932946,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,1,1,1,1,1,Generic,1
175.45.176.2,59058,149.171.126.12,143,tcp,FIN,0.870501,2546,686,254,252,3,3,-,21449.7168,5679.488281,12,10,255,255,3760426280,1760074708,212,69,0,0,4535.916981,129.160977,1421932946,1421932946,77.351365,90.209109,0.150186,0.058595,0.091591,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
175.45.176.1,36984,149.171.126.18,5900,tcp,FIN,0.934409,555,550,254,252,3,4,-,4357.834473,4323.588379,12,12,255,255,2959240953,1756468390,46,46,0,0,4409.408548,107.421508,1421932946,1421932947,84.94627,78.915367,0.13291,0.065576,0.067334,0,1,0,0,0,2,1,1,2,1,1,1,Exploits,1
175.45.176.1,49046,149.171.126.19,80,tcp,FIN,3.601815,3168,332677,62,252,2,122,-,6889.859863,735931.1875,48,248,255,255,425952217,597895820,66,1341,0,0,3814.035253,1888.571904,1421932943,1421932947,76.63436,14.236304,0.145798,0.084806,0.060992,0,1,0,0,0,2,1,1,2,1,1,1,Generic,1
175.45.176.2,49024,149.171.126.10,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932947,1421932947,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932948,1421932948,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932948,1421932948,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932948,1421932948,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932948,1421932948,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932949,1421932949,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932949,1421932949,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932949,1421932949,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.2,25402,149.171.126.12,111,udp,INT,1.2e-05,168,0,254,0,0,0,-,56000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932949,1421932949,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932951,1421932951,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932951,1421932951,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932951,1421932951,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932951,1421932951,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932952,1421932952,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932952,1421932952,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932952,1421932952,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.0,61305,149.171.126.11,60713,tcp,FIN,1.09421,364,3754,62,252,1,3,-,2332.276123,24704.58008,8,10,255,255,684356869,2596236369,46,375,0,0,10307.87276,8693.259516,1421932951,1421932952,156.315719,108.909778,0.127672,0.067048,0.060624,0,1,0,0,0,8,2,1,2,1,1,1,Exploits,1
175.45.176.0,61305,149.171.126.11,60713,tcp,FIN,1.09421,364,3754,62,252,1,3,-,2332.276123,24704.58008,8,10,255,255,684356869,2596236369,46,375,0,0,10307.87276,8693.259516,1421932951,1421932952,156.315719,108.909778,0.127672,0.067048,0.060624,0,1,0,0,0,8,2,1,2,1,1,1,Exploits,1
175.45.176.3,55274,149.171.126.15,80,tcp,FIN,0.745215,838,268,254,252,2,1,-,8105.043457,2404.675049,10,6,255,255,1712360869,1366020934,84,45,0,0,4395.738797,242.056359,1421932951,1421932952,80.814444,135.470203,0.171184,0.067857,0.103327,0,1,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,54605,149.171.126.11,21,tcp,FIN,3.01618,1244,1644,62,252,7,9,-,3164.267334,4164.20752,24,22,255,255,1216029182,4077641892,52,75,0,0,7440.413098,9261.373895,1421932950,1421932953,131.138257,140.761143,0.130313,0.059353,0.07096,0,1,0,0,0,8,2,1,2,1,1,1,Exploits,1
175.45.176.0,54605,149.171.126.11,21,tcp,FIN,3.01618,1244,1644,62,252,7,9,-,3164.267334,4164.20752,24,22,255,255,1216029182,4077641892,52,75,0,0,7440.413098,9261.373895,1421932950,1421932953,131.138257,140.761143,0.130313,0.059353,0.07096,0,1,0,0,0,8,2,1,2,1,1,1,Exploits,1
175.45.176.3,62911,149.171.126.17,65502,tcp,FIN,0.80906,364,3754,62,252,1,3,-,3154.277832,33411.61328,8,10,255,255,3406673509,1739479231,46,375,0,0,7076.676806,5862.958178,1421932953,1421932954,115.58,86.675,0.12386,0.028288,0.095572,0,1,0,0,0,3,2,2,2,1,1,2,Exploits,1
175.45.176.3,62911,149.171.126.17,65502,tcp,FIN,0.80906,364,3754,62,252,1,3,-,3154.277832,33411.61328,8,10,255,255,3406673509,1739479231,46,375,0,0,7076.676806,5862.958178,1421932953,1421932954,115.58,86.675,0.12386,0.028288,0.095572,0,1,0,0,0,3,2,2,2,1,1,2,Exploits,1
175.45.176.3,6113,149.171.126.17,21,tcp,FIN,3.541928,1248,1618,62,252,7,9,-,2701.353516,3489.624756,24,22,255,255,2441521934,2569037451,52,74,0,0,8814.311105,10675.32282,1421932951,1421932954,153.996876,163.496185,0.178455,0.107786,0.070669,0,1,0,0,0,3,2,2,2,1,1,2,Exploits,1
175.45.176.3,6113,149.171.126.17,21,tcp,FIN,3.541928,1248,1618,62,252,7,9,-,2701.353516,3489.624756,24,22,255,255,2441521934,2569037451,52,74,0,0,8814.311105,10675.32282,1421932951,1421932954,153.996876,163.496185,0.178455,0.107786,0.070669,0,1,0,0,0,3,2,2,2,1,1,2,Exploits,1
175.45.176.0,32151,149.171.126.12,80,tcp,FIN,0.838648,868,10546,62,252,2,5,-,7459.625488,93417.02344,10,14,255,255,2525356205,2977357090,87,753,0,0,5005.017981,5467.675692,1421932953,1421932954,93.183111,58.326002,0.113375,0.079711,0.033664,0,1,0,0,0,8,1,1,2,2,1,1,Exploits,1
175.45.176.0,12958,149.171.126.10,111,tcp,FIN,1.533889,564,354,254,252,2,1,-,2649.474609,1616.805298,10,8,255,255,4084298814,1939673185,56,44,0,0,9745.898024,280.942406,1421932954,1421932955,160.984333,209.364281,0.121763,0.068328,0.053435,0,1,0,0,0,6,1,1,2,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932955,1421932955,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932955,1421932955,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932955,1421932955,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932955,1421932955,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.2,44420,149.171.126.19,80,tcp,FIN,0.938259,832,2078,62,252,2,2,-,6386.296387,15509.57715,10,8,255,255,3647750605,1843918932,83,260,0,0,5386.689323,212.350313,1421932955,1421932956,104.251,113.651,0.223964,0.116174,0.10779,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
175.45.176.0,40778,149.171.126.12,80,tcp,FIN,0.795858,874,268,254,252,2,1,-,7910.958496,2251.657959,10,6,255,255,3966191952,1673961087,87,45,0,0,5229.577237,228.249172,1421932956,1421932957,84.862889,134.943594,0.171058,0.121129,0.049929,0,1,0,0,0,6,1,1,2,2,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932957,1421932957,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932957,1421932957,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932957,1421932957,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.1,48818,149.171.126.19,111,tcp,FIN,1.35116,564,354,254,252,2,1,-,3007.785889,1835.459839,10,8,255,255,2480294191,574185138,56,44,0,0,8865.133201,265.982937,1421932957,1421932958,150.128889,181.724,0.183015,0.078287,0.104728,0,1,0,0,0,1,2,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932959,1421932959,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,1,1,1,1,1,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932959,1421932959,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932959,1421932959,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932959,1421932959,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932960,1421932960,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932960,1421932960,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932960,1421932960,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,58566,149.171.126.16,110,tcp,FIN,1.836782,946,5580,62,252,7,9,-,3915.543701,23201.44727,20,22,255,255,2688037221,3294990525,47,254,0,0,4682.975084,4295.020345,1421932959,1421932961,96.672738,81.55133,0.168595,0.084018,0.084577,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,29206,149.171.126.12,111,tcp,FIN,0.946813,564,354,254,252,2,1,-,4292.294434,2619.313477,10,8,255,255,3861786950,119017057,56,44,0,0,6922.630665,182.914656,1421932960,1421932961,105.201444,124.022141,0.159096,0.078091,0.081005,0,1,0,0,0,2,1,1,2,2,1,1,Reconnaissance,1
175.45.176.2,38332,149.171.126.19,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932961,1421932961,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,2,2,1,1,Reconnaissance,1
175.45.176.3,50440,149.171.126.18,1723,tcp,FIN,0.514492,2516,268,254,252,2,1,-,35219.20703,3483.047607,10,6,255,255,442433837,3718191599,252,45,0,0,2941.338584,147.235062,1421932962,1421932962,55.175778,88.457797,0.154164,0.072192,0.081972,0,1,0,0,0,1,1,1,1,1,1,1, Fuzzers,1
175.45.176.0,49535,149.171.126.10,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932963,1421932963,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,5,2,1,2,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932963,1421932963,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932963,1421932963,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932963,1421932963,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932963,1421932963,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.3,55861,149.171.126.18,1723,tcp,FIN,0.789153,2516,354,254,252,2,1,-,22961.32813,3142.609863,10,8,255,255,2056578000,5890197,252,44,0,0,5238.941007,171.186359,1421932963,1421932963,83.016889,106.356141,0.106563,0.044652,0.061911,0,1,0,0,0,4,3,5,1,1,1,1, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932964,1421932964,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932964,1421932964,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932964,1421932964,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,3,3,3,3,Generic,1
175.45.176.3,40944,149.171.126.11,25,tcp,FIN,1.893822,2936,1764,62,252,7,8,-,11785.69043,7079.862793,20,20,255,255,1633355704,4008414912,147,88,0,0,5263.707372,133.343469,1421932962,1421932964,99.674839,95.880367,0.144685,0.071349,0.073336,0,1,0,0,0,4,1,1,2,1,1,1,Exploits,1
175.45.176.3,40944,149.171.126.11,25,tcp,FIN,1.893822,2936,1764,62,252,7,8,-,11785.69043,7079.862793,20,20,255,255,1633355704,4008414912,147,88,0,0,5263.707372,133.343469,1421932962,1421932964,99.674839,95.880367,0.144685,0.071349,0.073336,0,1,0,0,0,4,1,1,2,1,1,1,Exploits,1
175.45.176.3,21858,149.171.126.18,1723,tcp,FIN,0.545074,2516,268,254,252,2,1,-,33243.19531,3287.627197,10,6,255,255,2349778549,3921412208,252,45,0,0,3408.75756,143.601812,1421932964,1421932964,60.387889,84.017,0.195091,0.124985,0.070106,0,1,0,0,0,4,3,4,2,1,1,1, Fuzzers,1
175.45.176.3,8775,149.171.126.18,1723,tcp,FIN,1.064664,2516,354,254,252,2,1,-,17019.45313,2329.373291,10,8,255,255,48553243,4116639252,252,44,0,0,6969.722834,200.8055,1421932965,1421932966,114.275667,138.568281,0.18101,0.094682,0.086328,0,1,0,0,0,4,3,1,1,1,1,1, Fuzzers,1
175.45.176.2,4763,149.171.126.17,8008,tcp,FIN,0.511961,9646,268,254,252,5,1,-,141323.2656,3500.266846,16,6,255,255,63165325,2159575275,603,45,0,0,2216.8878,124.471641,1421932965,1421932966,30.119268,88.898203,0.128621,0.067459,0.061162,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,42100,149.171.126.10,12107,tcp,FIN,1.414776,554,354,254,252,2,1,-,2821.648193,1752.927734,10,8,255,255,2052767938,3799494499,55,44,0,0,9192.337952,322.247375,1421932965,1421932966,155.517444,189.818859,0.146199,0.08604,0.060159,0,1,0,0,0,1,2,1,1,1,1,1,Shellcode,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932967,1421932967,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932967,1421932967,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932967,1421932967,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.3,22985,149.171.126.18,1723,tcp,FIN,0.867194,2516,354,254,252,2,1,-,20894.97852,2859.79834,10,8,255,255,642212523,170660742,252,44,0,0,5303.356322,215.880641,1421932966,1421932967,94.635556,112.14843,0.139725,0.082144,0.057581,0,1,0,0,0,4,3,5,1,1,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932967,1421932967,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.1,47795,149.171.126.13,80,tcp,FIN,0.533851,4268,1020,254,252,3,2,-,58638.08203,13382.01074,12,8,255,255,3166493754,3490530696,356,128,0,0,2596.074062,90.8015,1421932967,1421932968,48.531908,62.341,0.148667,0.096788,0.051879,0,1,0,0,0,2,2,1,5,1,1,1,Exploits,1
175.45.176.1,63524,149.171.126.19,143,tcp,FIN,1.902726,1104,19708,62,252,6,13,-,4410.51416,80104.01563,20,30,255,255,2746114501,1515895281,55,657,0,0,5388.791406,4068.711319,1421932967,1421932968,100.143476,61.088067,0.203814,0.13061,0.073204,0,1,0,0,0,2,1,1,5,1,1,1,Exploits,1
175.45.176.3,53109,149.171.126.18,1723,tcp,FIN,0.63345,2516,268,254,252,2,1,-,28605.25781,2828.952637,10,6,255,255,3193652829,3092792549,252,45,0,0,3830.342865,202.043625,1421932968,1421932968,70.280111,111.542,0.196207,0.075729,0.120478,0,1,0,0,0,4,3,4,1,1,1,1, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932968,1421932968,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,5,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932968,1421932968,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,5,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932968,1421932968,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,5,3,3,3,Generic,1
175.45.176.3,58411,149.171.126.18,1723,tcp,FIN,0.881619,2516,268,254,252,2,1,-,20553.0957,2032.624146,10,6,255,255,783932646,2232885344,252,45,0,0,5809.549776,273.146469,1421932969,1421932969,96.590889,149.721,0.237725,0.133005,0.10472,0,1,0,0,0,4,3,1,2,1,1,1, Fuzzers,1
175.45.176.3,4721,149.171.126.13,80,tcp,FIN,0.596325,800,1140,62,252,2,2,-,9659.163086,13388.67285,10,8,255,255,2650790324,3277981231,80,143,0,0,3249.914387,107.16943,1421932968,1421932969,66.258333,69.81043,0.126823,0.070611,0.056212,0,1,0,0,0,4,2,1,2,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932971,1421932971,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932971,1421932971,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932971,1421932971,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932971,1421932971,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,6,4,4,4,Generic,1
175.45.176.1,2733,149.171.126.13,111,udp,INT,1.2e-05,168,0,254,0,0,0,-,56000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932971,1421932971,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,6,1,1,1,Reconnaissance,1
175.45.176.1,11466,149.171.126.19,25,tcp,FIN,1.553719,8845,1684,62,252,10,8,-,43791.69922,8238.297852,26,20,255,255,1931767319,1788380031,340,84,0,0,3263.074522,88.342844,1421932969,1421932971,62.148762,77.060367,0.109547,0.06745,0.042097,0,1,0,0,0,2,1,1,6,1,1,1,Exploits,1
